name,wins,losses,height,weight,reach,stance,age,SLpM,sig_str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,gender
Tina Lahdemaki,5.0,1.0,157.48,52.16,,Orthodox,35.0,1.93,0.2,4.67,0.57,0.0,0.0,0.16,0.0,FEMALE
Daniel Spohn,15.0,6.0,193.04,92.99,200.66,Southpaw,39.0,2.42,0.49,1.6,0.53,0.0,0.0,0.28,2.5,MALE
Guilherme Vasconcelos,9.0,4.0,182.88,83.91,,Orthodox,38.0,3.27,0.29,4.4,0.7,0.0,0.0,0.0,0.0,MALE
Chris Indich,6.0,4.0,177.8,77.11,,,36.0,1.31,0.3,4.32,0.43,0.75,0.5,0.5,1.5,MALE
Mike Easton,13.0,6.0,167.64,61.23,177.8,Southpaw,40.0,3.51,0.37,4.28,0.61,0.75,0.22,0.66,0.0,MALE
Jason High,21.0,6.0,172.72,70.31,185.42,Southpaw,42.0,1.28,0.42,1.56,0.48,2.36,0.63,0.37,2.8,MALE
Bobby Voelker,19.0,13.0,182.88,77.11,187.96,Orthodox,44.0,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,MALE
Lance Benoist,7.0,2.0,180.34,77.11,182.88,Southpaw,35.0,3.68,0.51,2.7,0.56,1.5,0.33,0.61,0.0,MALE
Ben Wall,8.0,7.0,177.8,70.31,,Orthodox,35.0,1.47,0.29,8.53,0.29,0.0,0.0,1.0,0.0,MALE
Anthony Lapsley,23.0,7.0,175.26,77.11,,Southpaw,44.0,0.53,0.34,0.58,0.66,0.0,0.0,0.2,0.0,MALE
Estevan Payan,16.0,12.0,177.8,65.77,,Orthodox,42.0,4.25,0.42,3.58,0.57,0.36,1.0,0.6,0.4,MALE
Mark Bocek,12.0,5.0,172.72,70.31,190.5,Orthodox,42.0,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,MALE
Ronny Markes,17.0,5.0,185.42,83.91,190.5,Orthodox,35.0,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,MALE
Jake Shields,31.0,9.0,182.88,77.11,182.88,Orthodox,45.0,2.45,0.36,1.8,0.56,2.83,0.29,0.35,1.2,MALE
Renee Forte,8.0,4.0,170.18,70.31,180.34,Orthodox,37.0,2.08,0.32,2.12,0.63,2.32,0.58,0.66,0.0,MALE
Melvin Guillard,32.0,18.0,175.26,70.31,180.34,Orthodox,40.0,2.96,0.4,1.85,0.66,1.3,0.63,0.61,0.2,MALE
Cyrille Diabate,19.0,10.0,198.12,92.99,205.74,Southpaw,50.0,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,MALE
John Hathaway,17.0,2.0,185.42,77.11,190.5,Orthodox,36.0,3.4,0.4,1.8,0.62,2.61,0.43,0.6,0.9,MALE
Ivan Menjivar,25.0,12.0,167.64,65.77,162.56,Orthodox,41.0,2.78,0.37,2.76,0.65,0.56,0.28,0.38,1.0,MALE
Nam Phan,21.0,17.0,167.64,61.23,177.8,Orthodox,41.0,4.52,0.37,6.55,0.59,0.18,0.18,0.6,0.2,MALE
TJ Waldburger,16.0,9.0,180.34,77.11,190.5,Orthodox,35.0,2.02,0.51,2.39,0.4,3.03,0.46,0.4,4.8,MALE
Rafaello Oliveira,17.0,8.0,172.72,70.31,180.34,Orthodox,42.0,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,MALE
Nick Catone,10.0,4.0,182.88,83.91,182.88,Southpaw,42.0,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5,MALE
Mike Rio,10.0,5.0,177.8,70.31,177.8,Orthodox,42.0,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,MALE
Brian Houston,4.0,6.0,187.96,83.91,,Orthodox,42.0,1.9,0.35,3.67,0.53,0.95,1.0,0.87,0.0,MALE
Shunichi Shimizu,30.0,18.0,165.1,61.23,,Orthodox,39.0,0.14,0.33,4.68,0.3,0.0,0.0,0.0,0.0,MALE
Will Chope,34.0,13.0,193.04,65.77,,Switch,33.0,4.43,0.27,9.93,0.46,0.0,0.0,0.0,0.0,MALE
Quinn Mulhern,18.0,4.0,190.5,70.31,,Orthodox,39.0,1.48,0.28,2.09,0.51,1.36,0.2,0.33,0.0,MALE
Dave Galera,5.0,1.0,180.34,61.23,,Orthodox,46.0,1.67,0.69,0.53,0.33,0.0,0.0,0.14,2.0,MALE
Chris Leben,22.0,11.0,180.34,83.91,185.42,Southpaw,43.0,2.87,0.42,2.87,0.52,1.14,0.41,0.53,0.8,MALE
Mac Danzig,21.0,12.0,172.72,70.31,177.8,Orthodox,44.0,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,MALE
Cody McKenzie,16.0,10.0,182.88,70.31,182.88,Switch,36.0,1.74,0.34,2.5,0.67,2.5,0.25,0.14,2.5,MALE
Roger Bowling,12.0,6.0,175.26,70.31,172.72,Orthodox,41.0,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,MALE
Darren Uyenoyama,10.0,6.0,167.64,56.7,165.1,Orthodox,44.0,1.34,0.39,2.21,0.66,1.42,0.33,0.35,0.7,MALE
Pat Barry,8.0,7.0,180.34,106.59,187.96,Orthodox,44.0,2.72,0.52,3.54,0.59,0.0,0.0,0.76,0.2,MALE
Nick Ring,14.0,4.0,182.88,83.91,187.96,Southpaw,45.0,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,MALE
Peggy Morgan,4.0,4.0,185.42,61.23,,,44.0,2.27,0.23,8.2,0.33,0.0,0.0,0.5,0.0,FEMALE
Chael Sonnen,29.0,15.0,185.42,92.99,185.42,Southpaw,46.0,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,MALE
Edwin Figueroa,9.0,5.0,170.18,61.23,175.26,Orthodox,39.0,2.57,0.39,3.06,0.51,0.2,1.0,0.37,0.6,MALE
Jose Maria,37.0,7.0,165.1,56.7,,Orthodox,42.0,3.2,0.53,3.98,0.52,2.32,0.27,0.33,2.3,MALE
Alessio Sakara,19.0,11.0,182.88,83.91,182.88,Orthodox,42.0,3.96,0.47,2.8,0.59,2.18,0.78,0.62,0.0,MALE
Rosi Sexton,13.0,5.0,160.02,61.23,,Orthodox,46.0,3.31,0.39,7.42,0.41,0.75,0.1,0.8,0.0,FEMALE
Michael Kuiper,15.0,5.0,182.88,83.91,185.42,Orthodox,34.0,3.28,0.54,3.62,0.54,2.3,0.55,0.79,0.0,MALE
Adlan Amagov,14.0,2.0,187.96,77.11,193.04,Orthodox,37.0,3.29,0.47,0.82,0.78,5.84,0.56,1.0,0.0,MALE
Jeremy Larsen,8.0,5.0,177.8,65.77,177.8,Orthodox,39.0,4.87,0.48,5.75,0.57,2.49,0.33,0.0,0.0,MALE
Dustin Pague,12.0,11.0,175.26,61.23,187.96,Orthodox,36.0,1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6,MALE
Thiago Silva,19.0,6.0,187.96,92.99,187.96,Orthodox,41.0,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,MALE
Matt Hamill,12.0,8.0,185.42,92.99,193.04,Orthodox,47.0,3.69,0.42,3.8,0.61,3.0,0.34,0.91,0.0,MALE
Joey Beltran,17.0,14.0,185.42,83.91,190.5,Orthodox,42.0,4.92,0.36,5.27,0.54,0.48,0.18,0.75,0.0,MALE
Rousimar Palhares,19.0,8.0,172.72,77.11,180.34,Orthodox,44.0,1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1,MALE
David Mitchell,22.0,7.0,182.88,77.11,190.5,Orthodox,44.0,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,MALE
Iliarde Santos,30.0,13.0,165.1,56.7,170.18,Orthodox,43.0,3.0,0.3,6.1,0.57,1.66,0.23,0.83,0.0,MALE
Mike Ricci,11.0,5.0,182.88,70.31,193.04,Southpaw,38.0,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0,MALE
Marcos Vinicius,23.0,11.0,175.26,56.7,,Orthodox,44.0,1.93,0.49,2.91,0.47,0.0,0.0,0.25,0.5,MALE
Joao Zeferino,21.0,9.0,180.34,77.11,,Orthodox,38.0,0.83,0.36,2.6,0.48,0.5,0.05,0.5,1.0,MALE
Keith Wisniewski,28.0,15.0,182.88,77.11,,Orthodox,42.0,2.32,0.52,4.86,0.42,1.57,0.4,0.78,0.3,MALE
Yuri Villefort,10.0,5.0,182.88,77.11,185.42,Orthodox,33.0,3.18,0.43,5.42,0.55,2.0,0.35,0.4,0.3,MALE
Brandon Vera,15.0,7.0,190.5,104.33,198.12,Orthodox,46.0,3.03,0.56,2.81,0.52,0.7,0.53,0.59,0.2,MALE
Pascal Krauss,11.0,2.0,185.42,77.11,,Orthodox,36.0,5.45,0.47,3.88,0.59,1.53,0.5,0.6,0.9,MALE
Jared Hamman,14.0,6.0,190.5,83.91,190.5,Orthodox,42.0,5.15,0.42,3.93,0.55,1.57,0.46,0.3,0.0,MALE
Martin Kampmann,20.0,7.0,182.88,77.11,182.88,Orthodox,41.0,3.22,0.42,3.28,0.62,1.86,0.41,0.78,2.0,MALE
Brian Melancon,7.0,3.0,172.72,77.11,,Orthodox,41.0,4.18,0.49,3.64,0.64,2.02,1.0,0.66,0.0,MALE
Papy Abedi,10.0,4.0,180.34,83.91,,Southpaw,45.0,2.8,0.55,3.15,0.48,3.47,0.57,0.5,1.3,MALE
James Head,9.0,4.0,185.42,77.11,185.42,Orthodox,40.0,2.75,0.48,3.11,0.49,0.41,1.0,0.66,0.8,MALE
Mike Brown,26.0,9.0,167.64,65.77,177.8,Orthodox,48.0,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,MALE
Vinny Magalhaes,14.0,9.0,190.5,92.99,190.5,Orthodox,39.0,2.14,0.24,3.97,0.68,1.55,0.44,0.66,0.8,MALE
Sheila Gaff,9.0,7.0,165.1,61.23,,Orthodox,34.0,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0,FEMALE
Josh Clopton,6.0,2.0,167.64,65.77,,Orthodox,42.0,1.6,0.64,2.87,0.5,2.0,0.66,0.75,0.0,MALE
Ednaldo Oliveira,17.0,3.0,195.58,92.99,,Orthodox,40.0,1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0,MALE
Bristol Marunde,16.0,10.0,185.42,77.11,190.5,Orthodox,41.0,1.42,0.21,4.4,0.47,1.6,0.33,0.14,0.0,MALE
Aaron Riley,30.0,14.0,172.72,70.31,175.26,Southpaw,43.0,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,MALE
John Albert,6.0,5.0,172.72,61.23,172.72,Orthodox,37.0,3.05,0.49,2.82,0.35,0.0,0.0,0.5,6.1,MALE
Roger Gracie,8.0,2.0,193.04,83.91,200.66,Orthodox,42.0,1.78,0.35,1.79,0.61,1.87,0.53,0.6,1.9,MALE
Dave Herman,22.0,6.0,193.04,109.77,195.58,Orthodox,39.0,4.98,0.6,3.78,0.48,1.49,1.0,0.58,0.0,MALE
Sean Pierson,14.0,6.0,182.88,77.11,193.04,Southpaw,48.0,3.84,0.39,3.73,0.64,0.39,0.18,0.66,0.4,MALE
John Maguire,24.0,9.0,175.26,70.31,175.26,Southpaw,40.0,1.41,0.41,2.44,0.65,2.8,0.46,0.77,1.1,MALE
Eddie Mendez,8.0,3.0,177.8,83.91,,,40.0,1.71,0.33,3.43,0.11,0.0,0.0,0.0,0.0,MALE
Karlos Vemola,17.0,5.0,182.88,83.91,190.5,Orthodox,38.0,1.67,0.44,2.13,0.37,1.93,0.25,0.31,1.7,MALE
TJ Grant,21.0,5.0,177.8,70.31,182.88,Orthodox,40.0,3.95,0.54,3.21,0.56,1.63,0.43,0.36,0.6,MALE
Nah-Shon Burrell,15.0,7.0,180.34,77.11,,Orthodox,34.0,4.83,0.47,3.45,0.56,0.0,0.0,0.52,0.3,MALE
Brian Bowles,10.0,3.0,170.18,61.23,177.8,Orthodox,43.0,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,MALE
John Cholish,8.0,3.0,180.34,70.31,187.96,Orthodox,40.0,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,MALE
Roger Hollett,13.0,5.0,180.34,92.99,,Orthodox,45.0,1.83,0.47,6.47,0.34,1.0,0.28,0.3,0.0,MALE
Azamat Gashimov,8.0,3.0,167.64,56.7,,Orthodox,33.0,1.24,0.21,4.75,0.53,1.69,0.25,0.0,0.0,MALE
Alan Belcher,18.0,8.0,187.96,83.91,190.5,Orthodox,39.0,2.7,0.41,3.1,0.59,0.44,0.26,0.55,0.9,MALE
Cheick Kongo,27.0,10.0,193.04,108.86,208.28,Orthodox,48.0,3.33,0.56,1.28,0.54,2.3,0.56,0.52,0.2,MALE
Leonard Garcia,18.0,13.0,177.8,65.77,172.72,Orthodox,44.0,2.77,0.24,4.79,0.52,0.3,0.26,0.42,0.5,MALE
Clifford Starks,13.0,3.0,182.88,83.91,198.12,Orthodox,42.0,1.94,0.33,2.49,0.58,1.94,1.0,0.6,0.0,MALE
Gilbert Smith,12.0,6.0,175.26,83.91,,Southpaw,42.0,1.09,0.41,2.73,0.35,3.51,0.6,0.0,1.2,MALE
Collin Hart,6.0,3.0,185.42,83.91,,Orthodox,34.0,6.33,0.44,7.53,0.51,2.0,0.16,0.5,0.0,MALE
Jimmy Quinlan,3.0,1.0,182.88,83.91,,Orthodox,37.0,2.08,0.7,5.94,0.16,4.46,0.25,0.0,0.0,MALE
Bart Palaszewski,36.0,17.0,175.26,65.77,177.8,Orthodox,40.0,2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5,MALE
Philip De Fries,12.0,6.0,195.58,113.4,200.66,Orthodox,37.0,2.3,0.47,3.0,0.37,3.29,0.42,1.0,0.6,MALE
Pablo Garza,12.0,4.0,185.42,65.77,185.42,Orthodox,40.0,3.37,0.44,2.7,0.5,0.94,0.25,0.15,1.3,MALE
Adam Cella,6.0,8.0,187.96,77.11,,,38.0,1.91,0.42,2.61,0.51,3.92,0.75,0.5,1.3,MALE
Besam Yousef,7.0,4.0,180.34,77.11,,Orthodox,39.0,3.14,0.53,3.98,0.38,1.33,0.66,0.5,0.0,MALE
Colin Fletcher,14.0,8.0,187.96,70.31,,Orthodox,41.0,3.1,0.34,2.97,0.62,0.0,0.0,0.27,0.0,MALE
Antonio Carvalho,15.0,6.0,175.26,65.77,177.8,Orthodox,44.0,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,MALE
Issei Tamura,10.0,8.0,165.1,61.23,160.02,Orthodox,40.0,1.89,0.53,4.58,0.44,0.92,0.25,0.33,0.0,MALE
Reuben Duran,11.0,7.0,170.18,61.23,180.34,Orthodox,40.0,3.19,0.49,2.61,0.5,0.98,0.23,0.25,0.7,MALE
Brian Stann,12.0,6.0,185.42,92.99,187.96,Orthodox,43.0,3.28,0.42,2.65,0.59,0.12,0.12,0.6,0.3,MALE
Riki Fukuda,24.0,9.0,182.88,83.91,185.42,Southpaw,43.0,4.24,0.43,3.71,0.64,2.17,0.43,0.7,0.0,MALE
Josh Neer,36.0,16.0,180.34,77.11,182.88,Orthodox,41.0,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,MALE
Lavar Johnson,18.0,10.0,193.04,108.86,208.28,Orthodox,46.0,5.39,0.55,2.54,0.55,0.61,0.66,0.54,0.6,MALE
Anton Kuivanen,24.0,10.0,172.72,70.31,182.88,Orthodox,39.0,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,MALE
Matt Grice,15.0,5.0,172.72,65.77,177.8,Orthodox,42.0,4.09,0.53,2.69,0.56,2.19,0.37,0.82,0.5,MALE
Caros Fodor,11.0,6.0,175.26,70.31,187.96,Orthodox,40.0,2.76,0.54,2.83,0.54,2.1,0.25,0.5,0.0,MALE
Brock Jardine,12.0,6.0,180.34,77.11,,Orthodox,38.0,1.06,0.3,3.34,0.56,0.0,0.0,0.14,0.8,MALE
Jorge Santiago,25.0,12.0,185.42,77.11,190.5,Orthodox,43.0,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,MALE
Terry Etim,16.0,5.0,185.42,70.31,185.42,Orthodox,38.0,2.16,0.35,2.53,0.67,0.43,0.3,0.39,1.4,MALE
Paul Sass,14.0,2.0,182.88,70.31,185.42,Orthodox,35.0,0.53,0.26,1.9,0.51,0.53,0.16,0.33,7.4,MALE
Josh Grispi,14.0,5.0,180.34,65.77,187.96,Orthodox,35.0,1.44,0.41,3.71,0.5,1.97,0.36,0.16,2.2,MALE
Motonobu Tezuka,28.0,12.0,170.18,61.23,,Southpaw,36.0,0.87,0.23,2.8,0.51,1.5,0.11,0.0,0.5,MALE
Ulysses Gomez,9.0,5.0,167.64,56.7,,Orthodox,40.0,2.72,0.25,3.57,0.68,0.0,0.0,0.0,0.0,MALE
Jon Fitch,30.0,7.0,182.88,77.11,187.96,Orthodox,46.0,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,MALE
Jay Hieron,23.0,7.0,182.88,77.11,190.5,Orthodox,47.0,1.66,0.32,1.89,0.61,4.05,0.6,0.66,1.0,MALE
Jacob Volkmann,19.0,7.0,175.26,70.31,180.34,Southpaw,43.0,1.19,0.34,1.78,0.52,3.19,0.48,0.52,2.0,MALE
Mike Stumpf,11.0,4.0,177.8,77.11,,,37.0,3.34,0.43,8.85,0.47,1.59,0.25,0.33,0.8,MALE
Vladimir Matyushenko,27.0,8.0,182.88,92.99,187.96,Orthodox,53.0,1.9,0.44,1.62,0.59,3.25,0.46,0.7,0.1,MALE
Mike Russow,15.0,3.0,185.42,115.67,185.42,Orthodox,47.0,1.55,0.47,2.9,0.59,4.66,0.43,0.0,0.7,MALE
Simeon Thoresen,17.0,6.0,185.42,77.11,200.66,Orthodox,40.0,3.85,0.43,3.85,0.64,1.12,0.4,0.5,1.7,MALE
Milton Vieira,13.0,8.0,182.88,65.77,,Orthodox,45.0,1.13,0.35,2.36,0.48,2.67,0.53,0.12,0.7,MALE
Diego Nunes,19.0,7.0,167.64,65.77,170.18,Orthodox,41.0,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,MALE
Wagner Prado,12.0,3.0,182.88,92.99,187.96,Southpaw,37.0,1.72,0.4,3.06,0.5,0.0,0.0,0.22,0.0,MALE
CJ Keith,8.0,4.0,182.88,70.31,,Orthodox,37.0,0.86,0.5,1.82,0.5,0.0,0.0,0.62,0.0,MALE
Byron Bloodworth,6.0,3.0,172.72,61.23,,Orthodox,40.0,1.82,0.28,5.18,0.5,0.0,0.0,0.0,0.0,MALE
Shane del Rosario,11.0,2.0,193.04,113.4,,Southpaw,40.0,3.93,0.6,2.97,0.54,1.2,0.4,0.16,2.4,MALE
Jonathan Brookins,16.0,10.0,182.88,65.77,187.96,Southpaw,38.0,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,MALE
John Cofer,8.0,4.0,175.26,70.31,,Southpaw,39.0,2.73,0.41,3.43,0.62,1.22,0.5,0.64,0.0,MALE
Jared Papazian,20.0,13.0,172.72,61.23,170.18,Southpaw,36.0,3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0,MALE
Manuel Rodriguez,11.0,5.0,175.26,77.11,,Orthodox,38.0,0.81,0.33,3.23,0.38,9.09,0.75,0.0,0.0,MALE
Nick Penner,11.0,3.0,193.04,92.99,,Southpaw,44.0,1.25,0.3,4.6,0.38,0.0,0.0,0.4,0.0,MALE
Henry Martinez,9.0,4.0,170.18,70.31,175.26,Southpaw,40.0,2.79,0.25,4.01,0.6,0.0,0.0,0.8,0.0,MALE
Marcus LeVesseur,22.0,7.0,175.26,70.31,177.8,Southpaw,41.0,2.55,0.64,3.7,0.37,3.89,0.36,0.83,0.6,MALE
Mark Hominick,20.0,12.0,172.72,65.77,172.72,Orthodox,41.0,4.08,0.42,4.18,0.69,0.25,0.66,0.71,0.9,MALE
Chad Griggs,11.0,3.0,185.42,92.99,185.42,Orthodox,45.0,2.67,0.5,2.22,0.46,1.51,0.66,0.41,0.0,MALE
Matthew Riddle,8.0,3.0,185.42,77.11,193.04,Southpaw,38.0,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,MALE
Rich Franklin,29.0,7.0,185.42,83.91,193.04,Southpaw,49.0,4.1,0.44,2.07,0.62,1.31,0.66,0.63,0.7,MALE
Jeff Hougland,10.0,6.0,170.18,61.23,172.72,Orthodox,45.0,1.86,0.48,3.46,0.47,0.86,0.18,0.0,1.1,MALE
Yasuhiro Urushitani,21.0,8.0,165.1,56.7,,Southpaw,47.0,3.47,0.39,4.71,0.65,0.0,0.0,0.8,0.0,MALE
Tom DeBlass,9.0,2.0,182.88,83.91,,Orthodox,41.0,1.5,0.35,4.43,0.37,1.0,0.5,0.28,0.5,MALE
Stephan Bonnar,15.0,9.0,193.04,92.99,200.66,Orthodox,46.0,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,MALE
Joey Gambino,9.0,2.0,170.18,65.77,,Orthodox,35.0,2.47,0.35,2.53,0.51,0.0,0.0,0.42,0.8,MALE
Aaron Simpson,12.0,5.0,182.88,77.11,185.42,Orthodox,49.0,3.6,0.52,2.53,0.56,3.78,0.34,0.83,0.5,MALE
Carlo Prater,31.0,18.0,180.34,70.31,182.88,Switch,42.0,2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7,MALE
Shane Roller,11.0,7.0,177.8,70.31,182.88,Orthodox,44.0,2.04,0.34,2.65,0.6,2.46,0.33,0.42,1.9,MALE
Dan Hardy,25.0,10.0,182.88,77.11,187.96,Orthodox,41.0,2.46,0.35,3.44,0.51,0.73,0.35,0.35,0.4,MALE
Che Mills,16.0,10.0,185.42,77.11,193.04,Orthodox,41.0,2.08,0.52,2.87,0.43,1.18,0.66,0.58,0.0,MALE
Duane Ludwig,21.0,14.0,177.8,77.11,177.8,Orthodox,45.0,4.62,0.44,3.05,0.57,0.43,0.25,0.59,0.1,MALE
DaMarques Johnson,15.0,15.0,185.42,77.11,190.5,Orthodox,41.0,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,MALE
Jason Young,9.0,6.0,175.26,65.77,185.42,Orthodox,37.0,2.97,0.37,3.2,0.5,1.98,0.66,0.55,0.0,MALE
Walel Watson,14.0,10.0,180.34,61.23,190.5,Orthodox,39.0,2.1,0.29,3.79,0.43,0.0,0.0,0.61,1.4,MALE
Buddy Roberts,12.0,3.0,187.96,83.91,,Orthodox,41.0,2.17,0.34,2.08,0.7,0.0,0.0,0.76,0.7,MALE
Tommy Hayden,11.0,3.0,175.26,65.77,,Southpaw,38.0,1.48,0.27,2.05,0.55,3.42,0.33,0.66,0.0,MALE
Ken Stone,11.0,4.0,172.72,61.23,180.34,Southpaw,41.0,3.85,0.49,2.9,0.48,1.24,0.33,0.6,0.6,MALE
Eiji Mitsuoka,18.0,9.0,170.18,65.77,,Southpaw,48.0,1.49,0.49,2.26,0.45,2.3,0.36,0.2,1.6,MALE
Oli Thompson,17.0,10.0,185.42,109.77,,Orthodox,44.0,1.66,0.46,5.31,0.46,0.0,0.0,0.5,0.5,MALE
Michihiro Omigawa,17.0,14.0,167.64,65.77,172.72,Orthodox,48.0,2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5,MALE
Damacio Page,19.0,10.0,167.64,61.23,167.64,Orthodox,41.0,2.05,0.38,2.47,0.51,2.63,0.64,0.23,0.9,MALE
Josh Ferguson,10.0,5.0,165.1,56.7,,Orthodox,35.0,2.13,0.43,4.18,0.32,0.59,0.11,0.54,0.0,MALE
Dan Stittgen,12.0,5.0,185.42,77.11,,Orthodox,43.0,2.97,0.46,4.42,0.37,0.78,1.0,1.0,0.0,MALE
Forrest Griffin,19.0,7.0,190.5,92.99,195.58,Orthodox,45.0,4.38,0.36,2.81,0.61,1.05,0.48,0.57,0.7,MALE
Tito Ortiz,19.0,12.0,190.5,92.99,187.96,Orthodox,49.0,2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6,MALE
John Alessio,35.0,17.0,177.8,70.31,182.88,Orthodox,44.0,2.1,0.39,2.91,0.54,1.85,0.38,0.7,1.2,MALE
Yoislandy Izquierdo,10.0,4.0,180.34,70.31,,Southpaw,40.0,2.93,0.52,1.4,0.26,0.0,0.0,0.5,0.0,MALE
Wagner Campos,12.0,10.0,167.64,65.77,,Southpaw,42.0,1.54,0.41,2.53,0.51,2.71,1.0,0.0,0.0,MALE
Spencer Fisher,24.0,9.0,170.18,70.31,172.72,Southpaw,47.0,3.17,0.43,3.03,0.64,0.67,0.3,0.6,0.8,MALE
Luis Ramos,20.0,10.0,172.72,77.11,,Orthodox,43.0,2.4,0.35,5.6,0.42,1.5,0.2,1.0,0.0,MALE
Ricardo Funch,9.0,6.0,177.8,77.11,187.96,Southpaw,43.0,2.61,0.65,3.57,0.4,1.24,0.18,0.6,0.0,MALE
Carlos Eduardo Rocha,9.0,4.0,177.8,77.11,185.42,Orthodox,42.0,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4,MALE
Bernardo Magalhaes,13.0,4.0,175.26,70.31,,Orthodox,42.0,1.8,0.27,3.37,0.68,0.0,0.0,0.0,0.5,MALE
Jake Hecht,11.0,4.0,182.88,77.11,185.42,Orthodox,40.0,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,MALE
Pat Schilling,5.0,2.0,172.72,65.77,,Orthodox,35.0,1.87,0.26,8.24,0.52,0.0,0.0,0.0,0.0,MALE
Chris Tickle,9.0,9.0,175.26,70.31,,,42.0,1.07,0.4,1.13,0.43,1.0,0.25,0.2,2.0,MALE
Chris Saunders,16.0,8.0,172.72,70.31,,,38.0,1.48,0.22,2.96,0.75,3.7,1.0,0.0,0.0,MALE
Jason Miller,23.0,10.0,185.42,83.91,,Orthodox,43.0,1.83,0.43,2.3,0.49,1.31,0.28,0.43,1.3,MALE
Jorge Lopez,11.0,5.0,177.8,77.11,,Orthodox,35.0,2.47,0.59,2.57,0.5,3.5,0.41,0.81,0.0,MALE
Jason MacDonald,25.0,16.0,190.5,83.91,203.2,Orthodox,48.0,1.55,0.52,2.7,0.46,1.43,0.16,0.35,2.0,MALE
Kamal Shalorus,9.0,5.0,172.72,70.31,172.72,Orthodox,51.0,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,MALE
Jeff Curran,36.0,18.0,167.64,61.23,175.26,Orthodox,46.0,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,MALE
Alex Soto,8.0,3.0,172.72,61.23,,Southpaw,40.0,2.95,0.25,5.02,0.59,2.82,0.3,0.0,0.0,MALE
Nick Denis,11.0,3.0,170.18,61.23,,Orthodox,40.0,6.54,0.53,5.42,0.36,2.8,1.0,0.8,0.0,MALE
Mike Massenzio,13.0,9.0,187.96,83.91,185.42,Southpaw,41.0,2.08,0.45,3.59,0.54,2.74,0.24,0.5,1.4,MALE
Eddie Yagin,16.0,7.0,170.18,65.77,,Orthodox,45.0,3.13,0.3,5.77,0.42,0.0,0.0,0.62,1.0,MALE
Eric Wisely,26.0,9.0,172.72,65.77,,Southpaw,39.0,1.42,0.47,2.08,0.56,0.0,0.0,0.27,0.9,MALE
Aaron Rosa,18.0,6.0,193.04,92.99,195.58,Orthodox,40.0,4.03,0.47,4.41,0.45,0.36,0.33,0.85,0.4,MALE
Mackens Semerzier,8.0,4.0,175.26,65.77,182.88,Orthodox,43.0,2.91,0.45,3.48,0.46,2.14,0.5,0.5,2.1,MALE
Norifumi Yamamoto,18.0,6.0,162.56,61.23,167.64,Southpaw,47.0,2.09,0.45,2.01,0.57,0.41,0.22,0.45,0.0,MALE
Steve Cantwell,7.0,6.0,187.96,83.91,190.5,Orthodox,37.0,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,MALE
Chris Cope,8.0,4.0,182.88,77.11,182.88,Orthodox,41.0,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,MALE
